Lat,Lon,COOP#,ID State,State,City/Station Name,County,Elev,snow_fall,42006,42007,42008,42009,42010,42011,42012,42013,42014,42015,42016,42017,42018,42019,42020,42021,42022,42023,42024,42025,42026,42027,42028,42029,42030,42031,42032,42033,42034,42035,ignore,id
35.12,-90.18,37712,WMPA4    AR,AR,WEST MEMPHIS,CRITTENDEN,215,0,0,0,0,-9999,0,0,0,-9999,0,0,-9999,0,0,-9999,0,-9999,0,-9999,-9999,0,0,-9999,0,0,0,0,0,-9999,-9999,0,05035,5035
33.64,-91.76,34900,AR,AR,MONTICELLO MUNI AP,DREW,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,0,-9999,0,0,0,0,0,0,05043,5043
35.08,-92.43,31596,AR,AR,CONWAY,FAULKNER,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05045,5045
34.29,-93.06,33470,AR,AR,HOT SPRINGS ASOS,GARLAND,535,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,-9999,0,0,0,0,0,0,-9999,-9999,0,-9999,0,0,0,0,0,0,05051,5051
33.71,-93.56,33428,AR,AR,HOPE 3 NE,HEMPSTEAD,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05057,5057
34.25,-93.15,31910,AR,AR,DEGRAY LAKE SP,HOT SPRING,490,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,-9999,-9999,-9999,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,05059,5059
33.93,-93.86,35112,NSVA4    AR,AR,NASHVILLE,HOWARD,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05061,5061
35.64,-93.52,35514,AR,AR,OZONE,JOHNSON,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,05071,5071
33.36,-93.57,34185,LEWA4    AR,AR,LEWISVILLE,LAFAYETTE,340,0,0,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,-9999,0,05073,5073
35.31,-93.88,36008,AR,AR,RATCLIFF,LOGAN,463,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,0,0,05083,5083
36.3,-92.6,32528,AR,AR,FLIPPIN FAA AP,MARION,705,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,01093,1093
33.45,-94.01,37048,AR,AR,TEXARKANA WEBB FLD,MILLER,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,05091,5091
34.88,-91.22,30936,AR,AR,BRINKLEY,MONROE,185,0,0,0,0,0,0,0,0,-9999,0,0,0,-9999,0,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,01099,1099
33.82,-93.39,35908,PRSA4    AR,AR,PRESCOTT 2 NNW,NEVADA,308,0,0,-9999,0,0,0,0,0,-9999,-9999,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,05099,5099
34.32,-93.85,34060,AR,AR,LANGLEY,PIKE,772,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,01109,1109
35.52,-93.2,34290,AR,AR,LONG POOL,POPE,571,0,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999,0,0,0,0,0,0,0,-9999,-9999,-9999,-9999,0,0,05115,5115
34.98,-91.5,31968,AR,AR,DES ARC,PRAIRIE,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,-9999,0,0,0,-9999,0,-9999,0,0,0,05117,5117
34.73,-92.24,34248,AR,AR,LITTLE ROCK ADAMS FLD,PULASKI,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05119,5119
36.26,-90.97,35820,PCHA4    AR,AR,POCAHONTAS 1,RANDOLPH,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01111,1111
35.08,-94.2,30006,AR,AR,ABBOTT,SCOTT,624,0,-9999,0,0,-9999,0,0,0,-9999,-9999,-9999,-9999,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,-9999,-9999,0,0,05127,5127
35.99,-92.71,32794,AR,AR,GILBERT,SEARCY,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05129,5129
35.33,-94.36,32574,AR,AR,FT SMITH RGNL AP,SEBASTIAN,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,-9999,0,0,0,0,0,-9999,05131,5131
34.05,-94.4,31953,AR,AR,DE QUEEN SEVIER CO AP,SEVIER,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,05133,5133
36.07,-91.62,32366,AR,AR,EVENING SHADE 1 NNE,SHARP,500,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,-9999,0,0,-9999,0,-9999,-9999,-9999,0,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,0,05135,5135
35.84,-92.1,35046,MTVA4    AR,AR,MTN VIEW,STONE,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05137,5137
33.31,-92.48,31140,AR,AR,CALION L&D,UNION,100,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05139,5139
36.01,-94.17,32420,AR,AR,FAYETTEVILLE DRAKE FLD,WASHINGTON,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,-9999,01129,1129
36.15,-109.54,21248,CHNA3    AZ,AZ,CANYON DE CHELLY,APACHE,5610,2.1,0,0,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,-9999,-9999,0,0,0,0,0,0,-9999,0,0,04001,4001
31.94,-109.22,26242,AZ,AZ,PARADISE,COCHISE,5460,0.8,1.1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,04003,4003
35.23,-111.82,20678,FGZ      AZ,AZ,BELLEMONT WFO,COCONINO,7152,4.2,0,0,0,0,0,0,0,0,0,0,0.7,3,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,04005,4005
33.39,-110.79,23501,AZ,AZ,GLOBE #3,GILA,3660,3.2,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,04007,4007
33.43,-112,26481,AZ,AZ,PHOENIX AP,MARICOPA,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04013,4013
36.9,-113.94,20672,BEVA3    AZ,AZ,BEAVER DAM,MOHAVE,1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,-9999,-9999,0,0,0,0,0,0,0,04015,4015
34.11,-109.86,25412,AZ,AZ,MC NARY 2N,NAVAJO,7340,7.7,0.3,0.3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.5,0,0,0,-9999,0,0,0,0,0,04017,4017
32.13,-110.96,28820,TUS      AZ,AZ,TUCSON INTL AP,PIMA,2549,0,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,04019,4019
32.73,-111.69,20404,AZ,AZ,ARIZONA CITY,PINAL,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04021,4021
33.98,-112.36,21353,AZ,AZ,CASTLE HOT SPRINGS,YAVAPAI,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,04025,4025
32.65,-114.62,29646,AZ,AZ,YUMA MCAS - COOP,YUMA,-99999,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04027,4027
37.65,-122.11,43861,CA,CA,HAYWARD AIR TERMINAL,ALAMEDA,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001,6001
38.38,-120.8,48713,CA,CA,SUTTER HILL CDF,AMADOR,1586,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,-9999,-9999,-9999,0,-9999,0,-9999,-9999,0,-9999,06005,6005
37.99,-122.06,41964,CA,CA,CONCORD BUCHANAN FLD,CONTRA COSTA,18,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06013,6013
41.78,-124.23,42149,CA,CA,CRESCENT CITY CAA AP,DEL NORTE,56,0,0,0,-9999,0,0,0,0,0,0,-9999,-9999,0,0,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06015,6015
38.9,-119.99,48762,TVL      CA,CA,SOUTH LAKE TAHOE AP,EL DORADO,6314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06017,6017
36.78,-119.72,43257,CA,CA,FRESNO YOSEMITE INT'L,FRESNO,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,06019,6019
40.81,-124.16,42910,CA,CA,EUREKA WFO WOODLEY IS,HUMBOLDT,20,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06023,6023
32.83,-115.57,44224,CA,CA,IMPERIAL FAA AP,IMPERIAL,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06025,6025
37.37,-118.36,40822,BIH      CA,CA,BISHOP AP,INYO,4102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06027,6027
35.43,-119.05,40442,CA,CA,BAKERSFIELD AP,KERN,489,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,06029,6029
34.19,-118.35,41194,CA,CA,BURBANK VLY PUMP PLT,LOS ANGELES,655,0,0,0,0,0,0,0,0,0,-9999,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06037,6037
39.13,-123.2,49127,CA,CA,UKIAH FAA AP,MENDOCINO,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06045,6045
38.21,-119.01,40943,BDEC1    CA,CA,BODIE CA ST HISTORIC PARK,MONO,8370,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,06051,6051
36.58,-121.85,45796,CA,CA,MONTEREY FAA AP,MONTEREY,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,06053,6053
38.49,-122.12,45360,CA,CA,MARKLEY COVE,NAPA,480,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06055,6055
39.81,-120.47,47085,PRAC1    CA,CA,PORTOLA,PLUMAS,4850,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06063,6063
33.62,-114.71,40927,CA,CA,BLYTHE ASOS,RIVERSIDE,395,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06065,6065
38.51,-121.49,47630,CA,CA,SACRAMENTO AP ASOS,SACRAMENTO,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06067,6067
34.56,-115.74,40176,CA,CA,AMBOY,SAN BERNARDINO,648,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06071,6071
32.62,-116.47,41424,CA,CA,CAMPO,SAN DIEGO,2630,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,0,06073,6073
37.89,-121.23,48558,CA,CA,STOCKTON AP,SAN JOAQUIN,26,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,-9999,-9999,0,-9999,0,0,0,0,0,0,0,0,0,06077,6077
35.67,-120.63,46742,CA,CA,PASO ROBLES MUNI AP,SAN LUIS OBISPO,810,0,0,0,0,0,0,0,0,0,-9999,-9999,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,-9999,-9999,0,0,0,0,06079,6079
37.62,-122.36,47769,CA,CA,SAN FRANCISCO INTL AP,SAN MATEO,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06081,6081
34.43,-119.84,47905,CA,CA,SANTA BARBARA MUNI AP,SANTA BARBARA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06083,6083
37.36,-121.92,47821,CA,CA,SAN JOSE,SANTA CLARA,51,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,06085,6085
40.52,-122.3,47304,CA,CA,REDDING AP,SHASTA,497,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,06089,6089
41.98,-122.34,41990,CA,CA,COPCO #1 DAM,SISKIYOU,2703,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,-9999,0,0,0,0,0,06093,6093
38.49,-122,44712,CA,CA,LAKE SOLANO,SOLANO,165,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06095,6095
38.5,-122.81,47971,CA,CA,SANTA ROSA SONOMA CO AP,SONOMA,114,0,0,0,-9999,0,0,0,0,0,0,0,-9999,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,06097,6097
37.62,-120.95,45738,CA,CA,MODESTO AP,STANISLAUS,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,0,0,0,0,06099,6099
40.15,-122.25,47292,CA,CA,RED BLUFF MUNI AP,TEHAMA,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,0,-9999,0,-9999,0,0,0,0,0,0,0,0,0,0,0,06103,6103
36.74,-118.96,43551,CA,CA,GRANT GROVE,TULARE,6600,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06107,6107
38,-120.49,46174,CA,CA,NEW MELONES DAM HQ,TUOLUMNE,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,-9999,0,0,0,06109,6109
39.1,-121.57,45388,CA,CA,MARYSVILLE AP (ASOS),YUBA,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06115,6115
39.94,-104.84,50950,BRIC2    CO,CO,BRIGHTON 3 SE,ADAMS,5016,0,0.4,0,1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,08001,8001
37.44,-105.86,50128,CO,CO,ALAMOSA 2S,ALAMOSA,7533,0,0.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.2,0,0.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.8,0.8,08003,8003
38.06,-102.93,54388,JMDC2    CO,CO,JOHN MARTIN DAM,BENT,3814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,-9999,0,3.5,0,0,0,0,0,0,0,0,0,08011,8011
39.99,-105.27,50848,BOUC2    CO,CO,BOULDER,BOULDER,5484,0,0,0.7,0.4,0,0,0.6,0,1.1,0,0,0,-9999,0.1,0,0,0,0,0,0,2.7,-9999,0,0,0,0,0,0,0,0,0,08013,8013
38.82,-106.13,51071,BNVC2    CO,CO,BUENA VISTA 2S,CHAFFEE,7946,0,1.4,0,0,0,0,0,0,0,0,0,0,-9999,0.6,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,1.6,08015,8015
38.9,-103.02,59058,CO,CO,WILD HORSE 6N,CHEYENNE,4720,0,0,0,2,0,0,-9999,0,0,0,0,0.5,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-9999,0,0,0,08017,8017
39.66,-105.71,51186,GCRC2    CO,CO,CABIN CREEK,CLEAR CREEK,10020,0,1.4,0,2.3,0,0,0,0,0,0,0,2,0,0,0,0,0.7,0,0,3.4,0,2.2,0,0,0,0,0,0,0,0,0.8,08019,8019
37.17,-105.94,55322,CO,CO,MANASSA,CONEJOS,7690,1.5,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,08021,8021
38.85,-107.62,56306,CO,CO,PAONIA 1 SW,DELTA,5576,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08029,8029
39.73,-104.98,52213,CO,CO,DENVER 1 SW 7NEWS,DENVER,5249,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,-9999,0,3.5,0,0,0,0,0,0,0,0,-9999,08031,8031
39.43,-105.07,57249,ROXC2    CO,CO,ROXBOROUGH SP,DOUGLAS,6117,0,3.8,0,4,0,0,0,0,0,0,0,0.5,0,0.4,0,0,0,0,0,0,0.6,6.7,0,0,0,0,0,0,0,0,0,08035,8035
39.03,-104.8,50756,CO,CO,BLACK FOREST 6WNW,EL PASO,6957,0,3.8,0,0.5,0,0,0,0.8,0,0,0,1.3,0.3,-9999,0,0,-9999,-9999,0,0.4,3,4.2,0,0,0,0,0,-9999,0,0,0,08041,8041
39,-103.74,55020,LMOC2    CO,CO,LIMON HASS RCH,ELBERT,5504,0,0,0,0,0,-9999,-9999,-9999,-9999,0,0,1.3,0,0,0,0,0,0,-9999,0,1,0,0,0,0,0,0,0,0,0,0,08039,8039
38.46,-105.23,51294,CTYC2    CO,CO,CANON CITY,FREMONT,5366,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.7,6,0,0,0,0,0,0,0,0,0,08043,8043
39.5,-108.38,50214,ATBC2    CO,CO,ALTENBERN,GARFIELD,5677,0,-9999,-9999,0,0,0,0,0,0,0,1,-9999,1.5,-9999,-9999,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,-9999,-9999,08045,8045
40.27,-105.83,53496,CO,CO,GRAND LAKE 1 NW,GRAND,8720,0,0,2,0.8,0,0,-9999,-9999,-9999,-9999,1.3,-9999,-9999,-9999,0,0,0.5,0,0,0.4,0.4,-9999,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,08049,8049
38.45,-106.76,51713,CO,CO,COCHETOPA CREEK,GUNNISON,8002,0,1.4,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0.8,0,1.2,0,0,0,0,0,0,0,0.3,0.6,08051,8051
38.45,-103.16,53828,HSWC2    CO,CO,HASWELL,KIOWA,4522,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,-9999,-9999,0,0,0,0,3,0,0,0,0,0,0,0,0,0,08061,8061
39.31,-102.26,51121,BRLC2    CO,CO,BURLINGTON,KIT CARSON,4230,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,08063,8063
37.09,-107.53,54254,IGCC2    CO,CO,IGNACIO 8E,LA PLATA,6548,2.2,0.7,0,0,0,0,0,0,0,0,1.3,0,2.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,08067,8067
39.37,-106.19,51660,CLXC2    CO,CO,CLIMAX,LAKE,11294,0,1,1,2.5,0,0,0,0,-9999,0,0,3.5,0,0,0,0,3,0,0,12,0,1,0,0,1,0,0,0,0,0,0,06033,6033
40.61,-105.13,53005,FORC2    CO,CO,FT COLLINS,LARIMER,5004,0,0,1,0,0,0,0.1,0,0,0,0,0.7,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,08069,8069
